date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:28:06	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2031%20Dec%202020%2023:41:00%20GMT	https://salam.my/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:06	4428/4428	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2031%20Dec%202020%2023:38:40%20GMT	https://salam.my/wp-content/plugins/mashsharer/assets/js/mashsb.min.js?ver=3.7.8	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/plugins/mashsharer/assets/js/mashsb.min3621.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:06	2618/2618	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2030%20Aug%202020%2002:39:41%20GMT	https://salam.my/wp-content/plugins/wordpress-popular-posts/assets/js/wpp.min.js?ver=5.2.4	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/plugins/wordpress-popular-posts/assets/js/wpp.min4d2c.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:07	7024/7024	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:17%20GMT	https://salam.my/wp-content/themes/bimber/js/modernizr/modernizr-custom.min.js?ver=3.3.0	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/modernizr/modernizr-custom.min9b70.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:07	76/76	---M--	200	added ('OK')	application/javascript	date:Thu,%2031%20Dec%202020%2023:38:33%20GMT	https://salam.my/wp-content/plugins/quick-adsense-reloaded/assets/js/ads.js	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/plugins/quick-adsense-reloaded/assets/js/ads.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:07	1724/1724	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202017%2003:24:28%20GMT	https://salam.my/wp-content/uploads/2017/01/logo-150x150.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2017/01/logo-150x150.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:07	1226/1226	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202017%2003:24:27%20GMT	https://salam.my/wp-content/uploads/2017/01/logo.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2017/01/logo.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:08	1657/1657	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202018%2013:54:50%20GMT	http://salam.my/wp-content/uploads/2018/02/bloglogo.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2018/02/bloglogo.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:12	33898/33898	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Aug%202020%2022:05:46%20GMT	https://salam.my/wp-content/uploads/2020/08/erdogan-masjid-192x96.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/08/erdogan-masjid-192x96.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:12	32557/32557	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Aug%202020%2002:45:56%20GMT	https://salam.my/wp-content/uploads/2020/08/tukar-wang-jadi-emas-192x96.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/08/tukar-wang-jadi-emas-192x96.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:12	35766/35766	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Oct%202020%2005:13:48%20GMT	https://salam.my/wp-content/uploads/2020/10/pastor-patung-mary-192x96.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/10/pastor-patung-mary-192x96.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:14	4148/4148	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20May%202020%2016:22:35%20GMT	https://salam.my/wp-content/uploads/2020/05/dr-maza-192x96.jpg	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/05/dr-maza-192x96.jpg	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:19	46858/46858	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Jul%202020%2002:52:23%20GMT	https://salam.my/wp-content/uploads/2020/07/penutupan-masjidil-haram-192x96.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/07/penutupan-masjidil-haram-192x96.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:19	44223/44223	---M--	200	added ('OK')	image/png	date:Mon,%2011%20May%202020%2013:55:24%20GMT	https://salam.my/wp-content/uploads/2020/05/keluarga-cina-peluk-islam-192x96.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/05/keluarga-cina-peluk-islam-192x96.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:20	38201/38201	---M--	200	added ('OK')	image/png	date:Mon,%2023%20Mar%202020%2007:30:02%20GMT	http://salam.my/wp-content/uploads/2020/03/telegram-salam-2.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/03/telegram-salam-2.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:25	182385/182385	---M--	200	added ('OK')	text/javascript	etag:3187114748098309636	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:38	112964/112964	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Oct%202020%2005:13:48%20GMT	https://salam.my/wp-content/uploads/2020/10/pastor-patung-mary-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/10/pastor-patung-mary-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:42	111781/111781	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Sep%202020%2010:52:00%20GMT	https://salam.my/wp-content/uploads/2020/09/ah-long-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/09/ah-long-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:52	96913/96913	---M--	200	added ('OK')	image/png	date:Sun,%2030%20Aug%202020%2002:45:57%20GMT	https://salam.my/wp-content/uploads/2020/08/tukar-wang-jadi-emas-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/08/tukar-wang-jadi-emas-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:28:57	26574/26574	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Jul%202020%2001:31:14%20GMT	https://salam.my/wp-content/uploads/2020/07/elewsmart-364x205.jpg	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/07/elewsmart-364x205.jpg	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:00	265041/265041	---M--	200	added ('OK')	image/png	etag:%2240b51-5d13c92c-0;;;%22	https://emas2u.com/wp-content/uploads/2018/12/emas-public-gold.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/emas2u.com/wp-content/uploads/2018/12/emas-public-gold.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:01	118760/118760	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Aug%202020%2022:05:47%20GMT	https://salam.my/wp-content/uploads/2020/08/erdogan-masjid-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/08/erdogan-masjid-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:17	105441/105441	---M--	200	added ('OK')	image/png	date:Sun,%2003%20May%202020%2008:01:04%20GMT	https://salam.my/wp-content/uploads/2020/05/dr-zakir-naik-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/05/dr-zakir-naik-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:18	130831/130831	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jul%202020%2014:09:49%20GMT	https://salam.my/wp-content/uploads/2020/07/pemandu-mabuk-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/07/pemandu-mabuk-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:20	18206/18206	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Apr%202020%2014:02:15%20GMT	https://salam.my/wp-content/uploads/2020/04/Pengalaman-Berhenti-Merokok-Tips-Paling-Berkesan-Tanpa-Ubat-364x205.jpg	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/04/Pengalaman-Berhenti-Merokok-Tips-Paling-Berkesan-Tanpa-Ubat-364x205.jpg	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:26	168823/168823	---M--	200	added ('OK')	image/png	date:Fri,%2001%20May%202020%2001:58:59%20GMT	https://salam.my/wp-content/uploads/2020/05/hukum-solat-jumaat-covid-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/05/hukum-solat-jumaat-covid-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:29	74581/74581	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202020%2001:36:11%20GMT	https://salam.my/wp-content/uploads/2020/04/krisis-ekonomi-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/04/krisis-ekonomi-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:35	51965/51965	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Apr%202020%2004:06:48%20GMT	https://salam.my/wp-content/uploads/2020/04/sabda-nabi-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/04/sabda-nabi-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:37	12417/12417	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2008:40:31%20GMT	https://salam.my/wp-content/uploads/2019/07/biodata-ustaz-auni-mohamad-364x205.jpg	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2019/07/biodata-ustaz-auni-mohamad-364x205.jpg	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:42	83122/83122	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Jul%202017%2023:12:18%20GMT	http://salam.my/wp-content/uploads/2017/07/ujian-ketulenan-air-zam-zam.jpg	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2017/07/ujian-ketulenan-air-zam-zam.jpg	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:48	33901/33901	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Aug%202017%2023:05:50%20GMT	https://salam.my/wp-content/uploads/2017/08/komander-pakistan-364x205.jpg	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2017/08/komander-pakistan-364x205.jpg	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:49	186218/186218	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Apr%202020%2000:47:02%20GMT	https://salam.my/wp-content/uploads/2020/04/panic-buying-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2020/04/panic-buying-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:51	17640/17640	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Jul%202017%2014:32:06%20GMT	https://salam.my/wp-content/uploads/2017/07/ebit-lew-1-364x205.jpg	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2017/07/ebit-lew-1-364x205.jpg	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:52	8560/8560	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263c04115-2170%22	http://widgets.amung.us/small.js	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/widgets.amung.us/small.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:53	5392/5392	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:27:00%20GMT	https://salam.my/wp-content/plugins/whats-your-reaction/js/front.js?ver=1.0	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/plugins/whats-your-reaction/js/front5152.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:29:58	143941/143941	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Feb%202018%2001:13:10%20GMT	https://salam.my/wp-content/uploads/2018/02/asal-buddha-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2018/02/asal-buddha-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:02	112337/112337	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Sep%202019%2006:52:25%20GMT	https://salam.my/wp-content/uploads/2019/09/biodata-drof-dr-muhaya-364x205.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2019/09/biodata-drof-dr-muhaya-364x205.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:05	1552/1552	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2031%20Dec%202020%2023:37:39%20GMT	https://salam.my/wp-content/plugins/zero-spam/assets/js/wpzerospam.js?ver=4.10.2	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/plugins/zero-spam/assets/js/wpzerospam7d02.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:05	2984/2984	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2006:48:30%20GMT	https://salam.my/wp-includes/js/comment-reply.min.js?ver=5.6.13	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-includes/js/comment-reply.min9c62.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:14	5670/5670	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:18%20GMT	https://salam.my/wp-content/themes/bimber/js/stickyfill/stickyfill.min.js?ver=1.3.1	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/stickyfill/stickyfill.mine7f0.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:14	5461/5461	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:18%20GMT	https://salam.my/wp-content/themes/bimber/js/jquery.placeholder/placeholders.jquery.min.js?ver=4.0.1	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/jquery.placeholder/placeholders.jquery.minf39e.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:21	1239285/1239285	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jul%202019%2008:30:42%20GMT	http://salam.my/wp-content/uploads/2019/07/BannerYT.png	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/uploads/2019/07/BannerYT.png	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:21	7239/7239	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:18%20GMT	https://salam.my/wp-content/themes/bimber/js/jquery.timeago/jquery.timeago.js?ver=1.5.2	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/jquery.timeago/jquery.timeago6bc5.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:21	455/455	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:18%20GMT	https://salam.my/wp-content/themes/bimber/js/jquery.timeago/locales/jquery.timeago.en.js	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/jquery.timeago/locales/jquery.timeago.en.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:22	1700/1700	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:18%20GMT	https://salam.my/wp-content/themes/bimber/js/matchMedia/matchMedia.js	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/matchMedia/matchMedia.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:22	2816/2816	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:18%20GMT	https://salam.my/wp-content/themes/bimber/js/matchMedia/matchMedia.addListener.js	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/matchMedia/matchMedia.addListener.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:22	7707/7707	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:17%20GMT	https://salam.my/wp-content/themes/bimber/js/picturefill/picturefill.min.js?ver=2.3.1	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/picturefill/picturefill.min254d.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:22	8833/8833	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:17%20GMT	https://salam.my/wp-content/themes/bimber/js/jquery.waypoints/jquery.waypoints.min.js?ver=4.0.0	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/jquery.waypoints/jquery.waypoints.mincce7.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:23	34126/34126	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:18%20GMT	https://salam.my/wp-content/themes/bimber/js/libgif/libgif.js	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/libgif/libgif.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:23	2254/2254	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:18%20GMT	https://salam.my/wp-content/themes/bimber/js/enquire/enquire.min.js?ver=2.1.2	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/enquire/enquire.min431f.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:23	51394/51394	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:17%20GMT	https://salam.my/wp-content/themes/bimber/js/front.js?ver=3.4	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/fronte735.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:23	6374/6374	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202017%2009:20:18%20GMT	https://salam.my/wp-content/themes/bimber/js/menu.js?ver=3.4	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/themes/bimber/js/menue735.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:24	1478/1478	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2016%20May%202023%2021:02:05%20GMT	https://salam.my/wp-includes/js/wp-embed.min.js?ver=5.6.13	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-includes/js/wp-embed.min9c62.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:24	125/125	---M--	200	added ('OK')	application/javascript	date:Thu,%2031%20Dec%202020%2023:37:41%20GMT	https://salam.my/wp-content/plugins/zero-spam/integrations/comments/js/comments.js?ver=4.10.2	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/wp-content/plugins/zero-spam/integrations/comments/js/comments7d02.js	(from https://salam.my/biodata-ustaz-mohamad-auni/)
17:30:30	22911/22911	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2009:30:29%20GMT	https://salam.my/biodata-ustaz-mohamad-auni/amung.us/small.js	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/salam.my/biodata-ustaz-mohamad-auni/amung.us/small.40.delayed	(from http://widgets.amung.us/small.js)
17:30:33	26278/26278	---MCZ	200	added ('OK')	application/javascript	etag:W/%22651ed188-66a6%22	https://cdn.tynt.com/tc.js	C:/koleksi-koleksi%20Ustaz%20Auni/salammy/cdn.tynt.com/tc.js	(from http://widgets.amung.us/small.js)
